DM025453466BR,01/09/2014 00:22:21
PD776948125BR,01/09/2014 00:22:52
PD776928854BR,01/09/2014 00:23:12
DM025447602BR,01/09/2014 01:18:07
SW903504421BR,01/09/2014 01:18:17
DM025357297BR,01/09/2014 01:21:19
PD770036862BR,01/09/2014 02:21:43
PD776949559BR,01/09/2014 02:24:56
DM112879332BR,01/09/2014 03:15:28
DM025195197BR,01/09/2014 03:15:47
PD773131425BR,01/09/2014 03:19:31
PD773407925BR,01/09/2014 04:19:01
PD776952252BR,01/09/2014 04:19:48
PD773289300BR,01/09/2014 05:14:54
PD772509344BR,01/09/2014 05:17:24
PD777050577BR,01/09/2014 05:17:25
DM025482621BR,01/09/2014 05:17:27
PD630372850BR,01/09/2014 05:17:42
PD776973972BR,01/09/2014 05:18:08
PD776963737BR,01/09/2014 06:18:09
PD773155064BR,01/09/2014 06:18:42
PD773131195BR,01/09/2014 06:50:54
PD773264679BR,01/09/2014 07:16:22
PD773168519BR,01/09/2014 07:16:41
PD912299799BR,01/09/2014 08:15:16
DM104276128BR,01/09/2014 08:17:54
PD911974237BR,01/09/2014 09:16:13
PD911014288BR,01/09/2014 09:16:29
PD912280965BR,01/09/2014 09:16:45
PD902702292BR,01/09/2014 09:17:09
DM114187612BR,01/09/2014 09:17:09
PD907739201BR,01/09/2014 09:17:10
DM114789232BR,01/09/2014 09:17:10
PD911891285BR,01/09/2014 09:17:11
PD900065743BR,01/09/2014 09:17:17
DM114808784BR,01/09/2014 09:17:19
PD911944779BR,01/09/2014 09:17:40
DM110688278BR,01/09/2014 09:17:44
PD906169021BR,01/09/2014 09:18:14
PD910964817BR,01/09/2014 09:18:18
PD907271395BR,01/09/2014 09:18:25
DG602524333BR,01/09/2014 09:18:25
PD912238300BR,01/09/2014 09:18:34
DM110712105BR,01/09/2014 09:18:38
DM114263486BR,01/09/2014 09:18:39
PD909961478BR,01/09/2014 09:18:40
PD912292739BR,01/09/2014 09:18:41
PD911012826BR,01/09/2014 09:18:51
DM113488987BR,01/09/2014 09:18:51
DM114260082BR,01/09/2014 09:18:55
DM113455153BR,01/09/2014 09:18:56
PD904255014BR,01/09/2014 09:18:57
DM105252057BR,01/09/2014 09:19:01
DM113517391BR,01/09/2014 09:19:02
PD912319003BR,01/09/2014 09:19:02
PD909954605BR,01/09/2014 09:19:04
PD909986205BR,01/09/2014 09:19:17
DM111721681BR,01/09/2014 09:19:21
PD896532963BR,01/09/2014 09:19:23
PD912887295BR,01/09/2014 09:19:26
DM112925743BR,01/09/2014 09:19:29
PD900070709BR,01/09/2014 09:19:55
DM112895318BR,01/09/2014 09:20:10
PD911046365BR,01/09/2014 09:20:18
PD910495209BR,01/09/2014 09:20:25
DM111658900BR,01/09/2014 09:20:36
PD910485303BR,01/09/2014 09:20:40
PD910965605BR,01/09/2014 09:20:41
PD912880108BR,01/09/2014 09:20:44
DM113491116BR,01/09/2014 09:20:46
PD910421047BR,01/09/2014 09:20:58
PD910482899BR,01/09/2014 09:21:01
DM111701355BR,01/09/2014 09:21:03
DM114809325BR,01/09/2014 09:21:07
DM112926430BR,01/09/2014 09:21:07
DM113474705BR,01/09/2014 09:21:13
