DM103425072BR,27/08/2014 00:22:24
DM104363666BR,27/08/2014 00:22:32
PD901541832BR,27/08/2014 00:22:32
PD900114886BR,27/08/2014 00:22:35
DM109013503BR,27/08/2014 00:22:36
PD903896780BR,27/08/2014 00:22:40
PD862159765BR,27/08/2014 00:22:40
PD880840578BR,27/08/2014 00:22:40
PD903900229BR,27/08/2014 00:22:41
PD884269745BR,27/08/2014 00:22:42
PD861609980BR,27/08/2014 00:22:44
DM105184935BR,27/08/2014 00:22:48
DM101707756BR,27/08/2014 00:22:48
PD880798230BR,27/08/2014 00:22:53
PD901543970BR,27/08/2014 00:22:57
DM105220859BR,27/08/2014 00:22:57
PD903945582BR,27/08/2014 00:23:01
PD897393463BR,27/08/2014 00:23:01
PD902748555BR,27/08/2014 00:23:02
DM108981015BR,27/08/2014 00:23:02
DM101681705BR,27/08/2014 00:23:02
DM105266348BR,27/08/2014 00:23:02
PD903909483BR,27/08/2014 00:23:03
PD903918984BR,27/08/2014 00:23:03
PD901075132BR,27/08/2014 00:23:04
PD904314582BR,27/08/2014 00:23:05
PD903893593BR,27/08/2014 00:23:06
PD904295662BR,27/08/2014 00:23:06
PD902747912BR,27/08/2014 00:23:07
PD903932178BR,27/08/2014 00:23:17
PD901534108BR,27/08/2014 00:23:18
PD903916966BR,27/08/2014 00:23:18
DM105193932BR,27/08/2014 00:23:19
PD904265674BR,27/08/2014 00:23:20
DM093774059BR,27/08/2014 00:23:20
PD902670881BR,27/08/2014 00:23:20
PD902666459BR,27/08/2014 00:23:20
PD903895909BR,27/08/2014 00:23:20
DM109006003BR,27/08/2014 00:23:20
DM105232171BR,27/08/2014 00:23:22
PD903932014BR,27/08/2014 00:23:22
PD903947795BR,27/08/2014 00:23:22
PD903886819BR,27/08/2014 00:23:22
PD904260102BR,27/08/2014 00:23:23
DM095560643BR,27/08/2014 00:23:24
DM103431078BR,27/08/2014 00:23:25
PD903950914BR,27/08/2014 00:23:25
DM108959493BR,27/08/2014 00:23:25
PD904242435BR,27/08/2014 00:23:25
DM096615290BR,27/08/2014 00:23:25
DM104333029BR,27/08/2014 00:23:26
DM105172433BR,27/08/2014 00:23:26
PD897448048BR,27/08/2014 00:23:26
PD902750681BR,27/08/2014 00:23:27
DM104357674BR,27/08/2014 00:23:27
DM093811675BR,27/08/2014 00:23:28
DM108985825BR,27/08/2014 00:23:28
DM108968739BR,27/08/2014 00:23:28
DM103420557BR,27/08/2014 00:23:29
DM105176917BR,27/08/2014 00:23:29
PD899688854BR,27/08/2014 00:23:29
DM102482348BR,27/08/2014 00:23:29
PD620929992BR,27/08/2014 00:23:30
PD903860096BR,27/08/2014 00:23:30
DM109000867BR,27/08/2014 00:23:31
DG602411416BR,27/08/2014 00:23:31
PD901490870BR,27/08/2014 00:23:31
DM108959051BR,27/08/2014 00:23:31
PD884253604BR,27/08/2014 00:23:31
PD902657681BR,27/08/2014 00:23:31
DM108960942BR,27/08/2014 00:23:32
PD903898661BR,27/08/2014 00:23:33
PD900057716BR,27/08/2014 00:23:37
DM102537024BR,27/08/2014 00:23:37
PD904645195BR,27/08/2014 00:23:40
DM105248914BR,27/08/2014 00:23:43
DM108936104BR,27/08/2014 00:23:43
DM105183555BR,27/08/2014 00:23:43
PD879390704BR,27/08/2014 00:23:44
PD902724545BR,27/08/2014 00:23:44
PD904676502BR,27/08/2014 00:23:44
PD902695217BR,27/08/2014 00:23:45
DG602408893BR,27/08/2014 00:23:45
DM104355846BR,27/08/2014 00:23:45
PD901525812BR,27/08/2014 00:23:45
PD902678721BR,27/08/2014 00:23:45
PD900139945BR,27/08/2014 00:23:46
PD902687286BR,27/08/2014 00:23:46
PD902694874BR,27/08/2014 00:23:47
DM104296989BR,27/08/2014 00:23:47
DM104346606BR,27/08/2014 00:23:47
DM105244974BR,27/08/2014 00:23:47
DM103481349BR,27/08/2014 00:23:47
PD884277075BR,27/08/2014 00:23:48
PD901144646BR,27/08/2014 00:23:48
PD902659223BR,27/08/2014 00:23:48
PD901548314BR,27/08/2014 00:23:49
DM105202705BR,27/08/2014 00:23:49
PD885037955BR,27/08/2014 00:23:50
DM108948875BR,27/08/2014 00:23:52
PD902739111BR,27/08/2014 00:23:53
PD884227944BR,27/08/2014 00:23:54
DG602393125BR,27/08/2014 00:23:54
PD901533805BR,27/08/2014 00:24:02
DM109008429BR,27/08/2014 00:24:03
DM104351699BR,27/08/2014 00:24:03
PD904647903BR,27/08/2014 00:24:03
PD903927990BR,27/08/2014 00:24:03
PD904223317BR,27/08/2014 00:24:03
PD903892235BR,27/08/2014 00:24:05
DM080985350BR,27/08/2014 00:24:08
PD901548521BR,27/08/2014 00:24:09
PD903935713BR,27/08/2014 00:24:09
PD880810620BR,27/08/2014 00:24:09
PD900084521BR,27/08/2014 00:24:09
PD904281460BR,27/08/2014 00:24:09
PD901544652BR,27/08/2014 00:24:10
PD903901581BR,27/08/2014 00:24:10
PD903932589BR,27/08/2014 00:24:10
DM105237559BR,27/08/2014 00:24:10
PD899626758BR,27/08/2014 00:24:10
PD902691025BR,27/08/2014 00:24:10
PD902750545BR,27/08/2014 00:24:11
DM105249999BR,27/08/2014 00:24:11
DM105245334BR,27/08/2014 00:24:11
DM102518039BR,27/08/2014 00:24:11
PD902715415BR,27/08/2014 00:24:12
DG602404450BR,27/08/2014 00:24:12
DM103457680BR,27/08/2014 00:24:13
DG602403701BR,27/08/2014 00:24:13
DM105198872BR,27/08/2014 00:24:13
DM108967407BR,27/08/2014 00:24:14
DM105208985BR,27/08/2014 00:24:14
PD903912434BR,27/08/2014 00:24:14
PD901140587BR,27/08/2014 00:24:14
DM105227208BR,27/08/2014 00:24:15
PD900507755BR,27/08/2014 00:24:15
PD902727820BR,27/08/2014 00:24:15
PD903898030BR,27/08/2014 00:24:15
DM108986012BR,27/08/2014 00:24:16
PD897072101BR,27/08/2014 00:24:16
PD902686498BR,27/08/2014 00:24:17
PD901478879BR,27/08/2014 00:24:17
DM105227389BR,27/08/2014 00:24:17
PD904236899BR,27/08/2014 00:24:17
PD901147466BR,27/08/2014 00:24:17
PD904313012BR,27/08/2014 00:24:18
PD902672468BR,27/08/2014 00:24:20
PD900097159BR,27/08/2014 00:24:20
DM105180443BR,27/08/2014 00:24:20
PD901146196BR,27/08/2014 00:24:20
PD899650575BR,27/08/2014 00:24:20
DM102529575BR,27/08/2014 00:24:20
DG602404790BR,27/08/2014 00:24:20
DG602406265BR,27/08/2014 00:24:20
PD903872315BR,27/08/2014 00:24:20
PD901550012BR,27/08/2014 00:24:21
PD903931671BR,27/08/2014 00:24:21
DM105190193BR,27/08/2014 00:24:21
DM105240045BR,27/08/2014 00:24:21
PD879201723BR,27/08/2014 00:24:21
PD901544604BR,27/08/2014 00:24:22
DM105209650BR,27/08/2014 00:24:22
DM108940007BR,27/08/2014 00:24:22
DM105198824BR,27/08/2014 00:24:22
PD903905977BR,27/08/2014 00:24:22
PD902739301BR,27/08/2014 00:24:22
PD904229875BR,27/08/2014 00:24:23
DM105223855BR,27/08/2014 00:24:23
DM105233778BR,27/08/2014 00:24:23
DM104325977BR,27/08/2014 00:24:24
PD903900056BR,27/08/2014 00:24:24
DM105205009BR,27/08/2014 00:24:25
PD903872355BR,27/08/2014 00:24:25
PD903888704BR,27/08/2014 00:24:25
DM105212720BR,27/08/2014 00:24:25
PD902727538BR,27/08/2014 00:24:25
PD901551741BR,27/08/2014 00:24:27
PD873898189BR,27/08/2014 00:24:28
DM105264885BR,27/08/2014 00:24:28
DM105202373BR,27/08/2014 00:24:29
PD901516183BR,27/08/2014 00:24:30
DG602330275BR,27/08/2014 00:24:30
DG602419998BR,27/08/2014 00:24:30
PD903931495BR,27/08/2014 00:24:30
DG602217854BR,27/08/2014 00:24:30
PD901549748BR,27/08/2014 00:24:31
PD903868449BR,27/08/2014 00:24:32
PD904312670BR,27/08/2014 00:24:32
PD897410351BR,27/08/2014 00:24:32
PD903951000BR,27/08/2014 00:24:32
DM104362630BR,27/08/2014 00:24:34
DM109004002BR,27/08/2014 00:24:34
PD904231477BR,27/08/2014 00:24:34
PD901494973BR,27/08/2014 00:24:34
DM104343264BR,27/08/2014 00:24:34
DM108942042BR,27/08/2014 00:24:35
PD897110034BR,27/08/2014 00:24:35
DM105244648BR,27/08/2014 00:24:35
PD901505755BR,27/08/2014 00:24:37
PD900137635BR,27/08/2014 00:24:37
PD903906527BR,27/08/2014 00:24:38
PD902694097BR,27/08/2014 00:24:38
PD903889293BR,27/08/2014 00:24:39
PD882755722BR,27/08/2014 00:24:40
DM104278985BR,27/08/2014 00:24:42
DG602406288BR,27/08/2014 00:24:43
DM108966463BR,27/08/2014 00:24:47
PD901562744BR,27/08/2014 00:24:55
PD901492717BR,27/08/2014 00:24:57
